date,entry_time,exit_time,direction,entry_price,exit_price,result,pips,tokyo_high,tokyo_low,tokyo_range_pips,entry_hour,year,month
2017-10-19,2017-10-19 10:40:00,2017-10-19 10:55:00,SELL,112.779,112.679,WIN,9.7,113.085,112.871,21.399999999999864,10,2017,10
2017-10-24,2017-10-24 09:05:00,2017-10-24 10:10:00,BUY,113.55,113.64999999999999,WIN,9.7,113.483,113.24,24.30000000000092,9,2017,10
2017-10-25,2017-10-25 11:50:00,2017-10-25 12:20:00,BUY,114.069,114.169,WIN,9.7,113.969,113.742,22.699999999998965,11,2017,10
2017-10-31,2017-10-31 12:30:00,2017-10-31 13:40:00,BUY,113.261,113.36099999999999,WIN,9.7,113.195,112.971,22.399999999998954,12,2017,10
2017-11-07,2017-11-07 06:45:00,2017-11-07 08:50:00,BUY,113.988,114.088,WIN,9.7,113.932,113.683,24.899999999999523,6,2017,11
2017-11-09,2017-11-09 07:05:00,2017-11-09 07:25:00,SELL,113.72,113.62,WIN,9.7,114.061,113.792,26.900000000000546,7,2017,11
2017-11-13,2017-11-13 08:10:00,2017-11-13 13:15:00,SELL,113.379,113.27900000000001,WIN,9.7,113.707,113.442,26.500000000000057,8,2017,11
2017-11-14,2017-11-14 10:00:00,2017-11-14 10:20:00,BUY,113.781,113.881,WIN,9.7,113.718,113.546,17.199999999999704,10,2017,11
2017-11-15,2017-11-15 09:20:00,2017-11-15 10:05:00,SELL,112.91,112.81,WIN,9.7,113.489,113.027,46.20000000000033,9,2017,11
2017-11-16,2017-11-16 06:45:00,2017-11-16 09:15:00,BUY,113.093,113.193,WIN,9.7,113.038,112.752,28.600000000000136,6,2017,11
2017-11-22,2017-11-22 08:10:00,2017-11-22 09:45:00,SELL,112.134,112.034,WIN,9.7,112.487,112.187,29.999999999999716,8,2017,11
2017-11-27,2017-11-27 10:00:00,2017-11-27 10:20:00,SELL,111.281,111.18100000000001,WIN,9.7,111.685,111.332,35.300000000000864,10,2017,11
2017-11-30,2017-11-30 08:05:00,2017-11-30 09:30:00,BUY,112.164,112.264,WIN,9.7,112.107,111.857,25.0,8,2017,11
2017-12-06,2017-12-06 06:30:00,2017-12-06 09:20:00,SELL,112.12,112.02000000000001,WIN,9.7,112.625,112.179,44.599999999999795,6,2017,12
2017-12-07,2017-12-07 08:30:00,2017-12-07 10:50:00,BUY,112.558,112.658,WIN,9.7,112.48,112.212,26.800000000000068,8,2017,12
2017-12-08,2017-12-08 08:40:00,2017-12-08 10:15:00,BUY,113.433,113.533,WIN,9.7,113.382,113.07,31.200000000001182,8,2017,12
2017-12-21,2017-12-21 09:15:00,2017-12-21 10:00:00,BUY,113.501,113.601,WIN,9.7,113.444,113.193,25.100000000000477,9,2017,12
2017-12-28,2017-12-28 06:35:00,2017-12-28 07:25:00,SELL,113.055,112.95500000000001,WIN,9.7,113.339,113.107,23.199999999999932,6,2017,12
2017-12-29,2017-12-29 10:25:00,2017-12-29 13:00:00,SELL,112.609,112.509,WIN,9.7,112.964,112.679,28.49999999999966,10,2017,12
2018-01-02,2018-01-02 10:25:00,2018-01-02 10:40:00,SELL,112.496,112.396,WIN,9.7,112.785,112.564,22.100000000000364,10,2018,1
2018-01-05,2018-01-05 07:00:00,2018-01-05 08:05:00,BUY,112.922,113.02199999999999,WIN,9.7,112.845,112.71,13.500000000000512,7,2018,1
2018-01-08,2018-01-08 07:35:00,2018-01-08 09:55:00,BUY,113.248,113.348,WIN,9.7,113.194,113.007,18.69999999999976,7,2018,1
2018-01-19,2018-01-19 09:50:00,2018-01-19 10:25:00,SELL,110.722,110.622,WIN,9.7,111.122,110.778,34.39999999999941,9,2018,1
2018-01-23,2018-01-23 08:40:00,2018-01-23 12:10:00,BUY,111.119,110.619,LOSS,-50.3,111.022,110.543,47.89999999999992,8,2018,1
2018-01-24,2018-01-24 10:45:00,2018-01-24 11:20:00,SELL,109.716,109.616,WIN,9.7,110.329,109.872,45.69999999999936,10,2018,1
2018-01-26,2018-01-26 08:15:00,2018-01-26 08:40:00,SELL,109.252,109.152,WIN,9.7,109.763,109.326,43.70000000000118,8,2018,1
2018-01-30,2018-01-30 06:15:00,2018-01-30 08:10:00,SELL,108.705,108.605,WIN,9.7,109.198,108.76,43.79999999999882,6,2018,1
2018-02-01,2018-02-01 08:10:00,2018-02-01 09:05:00,BUY,109.468,109.568,WIN,9.7,109.407,109.088,31.90000000000026,8,2018,2
2018-02-02,2018-02-02 08:30:00,2018-02-02 11:30:00,BUY,109.763,109.863,WIN,9.7,109.691,109.272,41.89999999999969,8,2018,2
2018-02-07,2018-02-07 07:15:00,2018-02-07 09:30:00,SELL,109.183,109.08300000000001,WIN,9.7,109.703,109.249,45.40000000000077,7,2018,2
2018-02-08,2018-02-08 06:25:00,2018-02-08 07:05:00,BUY,109.519,109.619,WIN,9.7,109.421,109.111,31.000000000000227,6,2018,2
2018-02-13,2018-02-13 06:20:00,2018-02-13 06:35:00,SELL,108.486,108.38600000000001,WIN,9.7,108.773,108.566,20.699999999999363,6,2018,2
2018-02-16,2018-02-16 06:05:00,2018-02-16 06:10:00,SELL,105.773,105.673,WIN,9.7,106.345,106.006,33.899999999999864,6,2018,2
2018-02-19,2018-02-19 06:40:00,2018-02-19 08:20:00,BUY,106.431,106.53099999999999,WIN,9.7,106.362,106.088,27.40000000000009,6,2018,2
2018-02-20,2018-02-20 08:00:00,2018-02-20 10:00:00,BUY,106.912,107.012,WIN,9.7,106.857,106.553,30.400000000000205,8,2018,2
2018-03-02,2018-03-02 07:50:00,2018-03-02 08:30:00,SELL,105.833,105.733,WIN,9.7,106.289,105.927,36.19999999999948,7,2018,3
2018-03-06,2018-03-06 09:35:00,2018-03-06 11:25:00,SELL,106.07,105.97,WIN,9.7,106.457,106.15,30.699999999998795,9,2018,3
2018-03-13,2018-03-13 06:45:00,2018-03-13 07:15:00,BUY,106.559,106.65899999999999,WIN,9.7,106.463,106.248,21.49999999999892,6,2018,3
2018-03-16,2018-03-16 10:30:00,2018-03-16 10:40:00,SELL,105.811,105.71100000000001,WIN,9.7,106.37,105.877,49.30000000000092,10,2018,3
2018-03-20,2018-03-20 10:15:00,2018-03-20 10:30:00,BUY,106.443,106.54299999999999,WIN,9.7,106.298,105.922,37.60000000000048,10,2018,3
2018-03-21,2018-03-21 10:05:00,2018-03-21 11:40:00,SELL,106.376,106.27600000000001,WIN,9.7,106.542,106.434,10.80000000000041,10,2018,3
2018-03-28,2018-03-28 09:30:00,2018-03-28 13:25:00,BUY,105.713,105.81299999999999,WIN,9.7,105.661,105.318,34.30000000000035,9,2018,3
2018-04-03,2018-04-03 09:15:00,2018-04-03 11:05:00,BUY,106.01,106.11,WIN,9.7,105.946,105.685,26.099999999999568,9,2018,4
2018-04-04,2018-04-04 10:45:00,2018-04-04 10:55:00,SELL,106.289,106.18900000000001,WIN,9.7,106.65,106.402,24.800000000000466,10,2018,4
2018-04-09,2018-04-09 09:30:00,2018-04-09 13:00:00,BUY,107.088,107.18799999999999,WIN,9.7,107.033,106.796,23.699999999999477,9,2018,4
2018-04-12,2018-04-12 13:15:00,2018-04-12 13:30:00,BUY,107.001,107.101,WIN,9.7,106.928,106.694,23.399999999999466,13,2018,4
2018-04-13,2018-04-13 09:00:00,2018-04-13 09:45:00,BUY,107.544,107.64399999999999,WIN,9.7,107.474,107.197,27.700000000000102,9,2018,4
2018-04-23,2018-04-23 11:40:00,2018-04-23 12:15:00,BUY,107.94,108.03999999999999,WIN,9.7,107.881,107.655,22.59999999999991,11,2018,4
2018-04-25,2018-04-25 09:10:00,2018-04-25 10:55:00,BUY,109.12,109.22,WIN,9.7,109.056,108.778,27.79999999999916,9,2018,4
2018-05-01,2018-05-01 09:15:00,2018-05-01 11:20:00,BUY,109.41,109.50999999999999,WIN,9.7,109.357,109.228,12.900000000000489,9,2018,5
2018-05-03,2018-05-03 12:20:00,2018-05-03 13:50:00,SELL,109.492,109.39200000000001,WIN,9.7,109.876,109.562,31.400000000000716,12,2018,5
2018-05-14,2018-05-14 09:45:00,2018-05-14 10:30:00,BUY,109.452,109.55199999999999,WIN,9.7,109.397,109.201,19.600000000001216,9,2018,5
2018-05-15,2018-05-15 07:35:00,2018-05-15 09:10:00,BUY,109.856,109.95599999999999,WIN,9.7,109.786,109.642,14.400000000000546,7,2018,5
2018-05-17,2018-05-17 09:15:00,2018-05-17 10:40:00,BUY,110.511,110.61099999999999,WIN,9.7,110.393,110.065,32.800000000000296,9,2018,5
2018-05-21,2018-05-21 06:35:00,2018-05-21 07:10:00,BUY,111.114,111.214,WIN,9.7,111.064,110.815,24.899999999999523,6,2018,5
2018-06-06,2018-06-06 09:55:00,2018-06-06 10:00:00,BUY,110.015,110.115,WIN,9.7,109.934,109.769,16.499999999999204,9,2018,6
2018-06-08,2018-06-08 09:45:00,2018-06-08 10:00:00,SELL,109.516,109.41600000000001,WIN,9.7,109.845,109.599,24.59999999999951,9,2018,6
2018-06-11,2018-06-11 07:35:00,2018-06-11 09:05:00,BUY,109.793,109.893,WIN,9.7,109.738,109.273,46.50000000000034,7,2018,6
2018-06-14,2018-06-14 08:55:00,2018-06-14 10:45:00,SELL,110.02,109.92,WIN,9.7,110.361,110.076,28.50000000000108,8,2018,6
2018-06-15,2018-06-15 08:35:00,2018-06-15 11:10:00,BUY,110.881,110.381,LOSS,-50.3,110.791,110.448,34.30000000000035,8,2018,6
2018-07-10,2018-07-10 07:20:00,2018-07-10 12:40:00,BUY,111.104,111.204,WIN,9.7,111.046,110.77,27.600000000001046,7,2018,7
2018-07-12,2018-07-12 12:00:00,2018-07-12 13:30:00,BUY,112.427,112.527,WIN,9.7,112.339,111.907,43.200000000000216,12,2018,7
2018-07-19,2018-07-19 10:10:00,2018-07-19 10:55:00,BUY,112.929,113.029,WIN,9.7,112.873,112.644,22.89999999999992,10,2018,7
2018-07-31,2018-07-31 07:05:00,2018-07-31 11:50:00,BUY,111.388,111.488,WIN,9.7,111.102,110.899,20.300000000000296,7,2018,7
2018-08-01,2018-08-01 06:45:00,2018-08-01 09:05:00,BUY,111.956,112.056,WIN,9.7,111.895,111.695,20.000000000000284,6,2018,8
2018-08-08,2018-08-08 09:05:00,2018-08-08 09:45:00,SELL,111.208,111.108,WIN,9.7,111.432,111.294,13.800000000000523,9,2018,8
2018-08-09,2018-08-09 09:30:00,2018-08-09 11:50:00,BUY,111.024,111.124,WIN,9.7,110.972,110.7,27.199999999999136,9,2018,8
2018-08-14,2018-08-14 09:10:00,2018-08-14 09:45:00,BUY,110.921,111.021,WIN,9.7,110.86,110.58,28.000000000000114,9,2018,8
2018-08-17,2018-08-17 11:05:00,2018-08-17 12:35:00,SELL,110.681,110.581,WIN,9.7,111.047,110.737,31.000000000000227,11,2018,8
2018-08-21,2018-08-21 10:55:00,2018-08-21 12:35:00,BUY,110.159,110.259,WIN,9.7,110.094,109.767,32.69999999999982,10,2018,8
2018-08-31,2018-08-31 10:15:00,2018-08-31 10:25:00,SELL,110.81,110.71000000000001,WIN,9.7,111.063,110.875,18.80000000000024,10,2018,8
2018-09-04,2018-09-04 08:55:00,2018-09-04 09:05:00,BUY,111.198,111.29799999999999,WIN,9.7,111.145,110.894,25.099999999999056,8,2018,9
2018-09-18,2018-09-18 09:10:00,2018-09-18 09:15:00,BUY,112.058,112.158,WIN,9.7,111.978,111.657,32.099999999999795,9,2018,9
2018-09-21,2018-09-21 06:50:00,2018-09-21 09:40:00,BUY,112.758,112.85799999999999,WIN,9.7,112.694,112.419,27.50000000000057,6,2018,9
2018-10-02,2018-10-02 09:10:00,2018-10-02 11:45:00,SELL,113.763,113.66300000000001,WIN,9.7,114.009,113.816,19.299999999999784,9,2018,10
2018-10-08,2018-10-08 11:30:00,2018-10-08 11:35:00,SELL,113.5,113.4,WIN,9.7,113.935,113.644,29.09999999999968,11,2018,10
2018-10-12,2018-10-12 06:50:00,2018-10-12 09:40:00,BUY,112.377,112.47699999999999,WIN,9.7,112.31,111.997,31.30000000000024,6,2018,10
2018-10-15,2018-10-15 09:10:00,2018-10-15 10:00:00,SELL,111.863,111.763,WIN,9.7,112.228,111.929,29.89999999999924,9,2018,10
2018-10-22,2018-10-22 08:45:00,2018-10-22 11:30:00,BUY,112.666,112.76599999999999,WIN,9.7,112.61,112.342,26.800000000000068,8,2018,10
2018-10-23,2018-10-23 07:25:00,2018-10-23 09:25:00,SELL,112.497,112.397,WIN,9.7,112.833,112.549,28.39999999999918,7,2018,10
2018-10-26,2018-10-26 06:20:00,2018-10-26 10:30:00,SELL,112.15,112.05000000000001,WIN,9.7,112.437,112.229,20.79999999999984,6,2018,10
2018-10-29,2018-10-29 12:30:00,2018-10-29 13:25:00,BUY,112.116,112.216,WIN,9.7,112.038,111.768,26.999999999999602,12,2018,10
2018-11-02,2018-11-02 07:45:00,2018-11-02 08:00:00,BUY,112.931,113.03099999999999,WIN,9.7,112.842,112.552,28.999999999999204,7,2018,11
2018-11-12,2018-11-12 08:35:00,2018-11-12 08:40:00,BUY,114.082,114.18199999999999,WIN,9.7,114.026,113.761,26.500000000000057,8,2018,11
2018-11-21,2018-11-21 12:05:00,2018-11-21 12:40:00,BUY,112.988,113.088,WIN,9.7,112.931,112.637,29.399999999999693,12,2018,11
2018-12-04,2018-12-04 06:30:00,2018-12-04 06:45:00,SELL,113.195,113.095,WIN,9.7,113.647,113.27,37.700000000000955,6,2018,12
2018-12-18,2018-12-18 11:00:00,2018-12-18 11:25:00,SELL,112.423,112.32300000000001,WIN,9.7,112.847,112.489,35.79999999999899,11,2018,12
2018-12-20,2018-12-20 06:05:00,2018-12-20 07:30:00,SELL,112.286,112.186,WIN,9.7,112.597,112.34,25.69999999999908,6,2018,12
2018-12-27,2018-12-27 10:05:00,2018-12-27 12:50:00,SELL,110.834,110.73400000000001,WIN,9.7,111.331,110.894,43.69999999999976,10,2018,12
2018-12-28,2018-12-28 09:10:00,2018-12-28 09:55:00,SELL,110.455,110.355,WIN,9.7,111.002,110.515,48.69999999999948,9,2018,12
2018-12-31,2018-12-31 10:15:00,2018-12-31 10:25:00,SELL,110.133,110.033,WIN,9.7,110.468,110.196,27.200000000000557,10,2018,12
2019-01-02,2019-01-02 08:05:00,2019-01-02 10:25:00,SELL,109.2,109.10000000000001,WIN,9.7,109.719,109.33,38.89999999999958,8,2019,1
2019-01-08,2019-01-08 06:00:00,2019-01-08 09:20:00,BUY,108.971,109.071,WIN,9.7,108.911,108.506,40.500000000000114,6,2019,1
2019-01-16,2019-01-16 12:40:00,2019-01-16 13:30:00,BUY,108.757,108.857,WIN,9.7,108.701,108.363,33.799999999999386,12,2019,1
2019-01-18,2019-01-18 09:10:00,2019-01-18 11:05:00,BUY,109.447,109.547,WIN,9.7,109.391,109.049,34.199999999999875,9,2019,1
2019-01-31,2019-01-31 07:45:00,2019-01-31 11:30:00,SELL,108.71,108.61,WIN,9.7,109.058,108.764,29.400000000001114,7,2019,1
2019-02-04,2019-02-04 06:30:00,2019-02-04 08:35:00,BUY,109.683,109.783,WIN,9.7,109.632,109.426,20.600000000000307,6,2019,2
2019-02-11,2019-02-11 10:45:00,2019-02-11 11:00:00,BUY,110.043,110.143,WIN,9.7,109.978,109.714,26.39999999999958,10,2019,2
2019-02-19,2019-02-19 08:40:00,2019-02-19 10:50:00,BUY,110.672,110.77199999999999,WIN,9.7,110.618,110.445,17.300000000000182,8,2019,2
2019-03-01,2019-03-01 08:55:00,2019-03-01 10:45:00,BUY,111.818,111.91799999999999,WIN,9.7,111.762,111.317,44.50000000000074,8,2019,3
2019-03-08,2019-03-08 06:30:00,2019-03-08 07:30:00,SELL,111.281,111.18100000000001,WIN,9.7,111.645,111.336,30.89999999999975,6,2019,3
2019-03-14,2019-03-14 06:15:00,2019-03-14 11:25:00,BUY,111.587,111.687,WIN,9.7,111.501,111.113,38.80000000000052,6,2019,3
2019-03-21,2019-03-21 06:05:00,2019-03-21 10:45:00,SELL,110.49,110.39,WIN,9.7,110.74,110.54,19.999999999998863,6,2019,3
2019-03-22,2019-03-22 11:40:00,2019-03-22 13:20:00,SELL,110.561,110.46100000000001,WIN,9.7,110.891,110.646,24.500000000000455,11,2019,3
2019-04-30,2019-04-30 08:00:00,2019-04-30 09:25:00,SELL,111.49,111.39,WIN,9.7,111.682,111.548,13.400000000000034,8,2019,4
2019-05-09,2019-05-09 10:15:00,2019-05-09 10:20:00,SELL,109.761,109.661,WIN,9.7,110.102,109.828,27.40000000000009,10,2019,5
2019-05-15,2019-05-15 11:45:00,2019-05-15 12:40:00,SELL,109.443,109.343,WIN,9.7,109.683,109.516,16.70000000000016,11,2019,5
2019-05-17,2019-05-17 06:20:00,2019-05-17 08:25:00,SELL,109.737,109.637,WIN,9.7,110.027,109.808,21.89999999999941,6,2019,5
2019-05-28,2019-05-28 10:15:00,2019-05-28 11:20:00,SELL,109.36,109.26,WIN,9.7,109.623,109.424,19.899999999999807,10,2019,5
2019-05-30,2019-05-30 07:50:00,2019-05-30 10:20:00,BUY,109.693,109.79299999999999,WIN,9.7,109.633,109.469,16.400000000000148,7,2019,5
2019-05-31,2019-05-31 07:50:00,2019-05-31 08:20:00,SELL,108.994,108.894,WIN,9.7,109.615,109.117,49.799999999999045,7,2019,5
2019-06-12,2019-06-12 09:00:00,2019-06-12 11:10:00,SELL,108.362,108.262,WIN,9.7,108.558,108.435,12.300000000000466,9,2019,6
2019-06-19,2019-06-19 07:00:00,2019-06-19 09:30:00,SELL,108.358,108.25800000000001,WIN,9.7,108.611,108.428,18.300000000000693,7,2019,6
2019-06-25,2019-06-25 06:50:00,2019-06-25 07:35:00,SELL,106.924,106.82400000000001,WIN,9.7,107.403,107.021,38.2000000000005,6,2019,6
2019-07-05,2019-07-05 09:40:00,2019-07-05 10:55:00,BUY,107.945,108.04499999999999,WIN,9.7,107.876,107.774,10.200000000000387,9,2019,7
2019-08-12,2019-08-12 11:20:00,2019-08-12 12:15:00,SELL,105.252,105.152,WIN,9.7,105.685,105.305,37.999999999999545,11,2019,8
2019-08-15,2019-08-15 09:35:00,2019-08-15 12:00:00,BUY,106.437,105.937,LOSS,-50.3,106.027,105.72,30.700000000000216,9,2019,8
2019-08-16,2019-08-16 12:00:00,2019-08-16 12:10:00,BUY,106.331,106.431,WIN,9.7,106.267,106.016,25.099999999999056,12,2019,8
2019-08-19,2019-08-19 11:10:00,2019-08-19 11:20:00,BUY,106.551,106.651,WIN,9.7,106.466,106.234,23.199999999999932,11,2019,8
2019-08-20,2019-08-20 09:15:00,2019-08-20 12:10:00,SELL,106.45,106.35000000000001,WIN,9.7,106.685,106.505,18.000000000000682,9,2019,8
2019-08-22,2019-08-22 09:00:00,2019-08-22 12:20:00,SELL,106.351,106.251,WIN,9.7,106.647,106.413,23.400000000000887,9,2019,8
2019-08-29,2019-08-29 11:15:00,2019-08-29 11:35:00,BUY,106.17,106.27,WIN,9.7,106.117,105.822,29.50000000000017,11,2019,8
2019-09-02,2019-09-02 12:05:00,2019-09-02 13:35:00,BUY,106.288,106.38799999999999,WIN,9.7,106.235,105.913,32.20000000000027,12,2019,9
2019-09-03,2019-09-03 10:10:00,2019-09-03 10:40:00,SELL,106.106,106.006,WIN,9.7,106.378,106.161,21.699999999999875,10,2019,9
2019-09-04,2019-09-04 09:05:00,2019-09-04 09:10:00,BUY,106.126,106.226,WIN,9.7,106.063,105.822,24.099999999999966,9,2019,9
2019-09-19,2019-09-19 06:10:00,2019-09-19 06:35:00,SELL,107.936,107.83600000000001,WIN,9.7,108.466,107.987,47.89999999999992,6,2019,9
2019-09-23,2019-09-23 10:30:00,2019-09-23 11:35:00,SELL,107.543,107.44300000000001,WIN,9.7,107.749,107.601,14.799999999999613,10,2019,9
2019-09-27,2019-09-27 11:55:00,2019-09-27 13:10:00,BUY,107.908,108.008,WIN,9.7,107.843,107.661,18.200000000000216,11,2019,9
2019-10-01,2019-10-01 07:25:00,2019-10-01 10:25:00,BUY,108.28,108.38,WIN,9.7,108.221,108.037,18.39999999999975,7,2019,10
2019-10-08,2019-10-08 11:50:00,2019-10-08 13:05:00,SELL,107.12,107.02000000000001,WIN,9.7,107.404,107.197,20.699999999999363,11,2019,10
2019-10-09,2019-10-09 10:35:00,2019-10-09 12:10:00,BUY,107.249,107.34899999999999,WIN,9.7,107.198,106.926,27.199999999999136,10,2019,10
2019-10-11,2019-10-11 13:05:00,2019-10-11 13:55:00,BUY,108.18,108.28,WIN,9.7,108.123,107.839,28.400000000000603,13,2019,10
2019-10-31,2019-10-31 12:00:00,2019-10-31 12:05:00,SELL,108.523,108.423,WIN,9.7,108.89,108.578,31.19999999999976,12,2019,10
2019-11-07,2019-11-07 09:30:00,2019-11-07 12:25:00,BUY,109.036,109.136,WIN,9.7,108.963,108.641,32.19999999999885,9,2019,11
2019-11-18,2019-11-18 09:15:00,2019-11-18 12:00:00,BUY,108.91,109.00999999999999,WIN,9.7,108.849,108.662,18.69999999999976,9,2019,11
2020-01-09,2020-01-09 09:30:00,2020-01-09 11:50:00,BUY,109.303,109.40299999999999,WIN,9.7,109.248,109.005,24.30000000000092,9,2020,1
2020-01-13,2020-01-13 10:55:00,2020-01-13 11:00:00,BUY,109.686,109.786,WIN,9.7,109.63,109.496,13.400000000000034,10,2020,1
2020-02-04,2020-02-04 07:35:00,2020-02-04 09:50:00,BUY,108.839,108.939,WIN,9.7,108.776,108.542,23.399999999999466,7,2020,2
2020-02-13,2020-02-13 09:55:00,2020-02-13 12:10:00,SELL,109.722,109.622,WIN,9.7,110.083,109.796,28.699999999999193,9,2020,2
2020-02-19,2020-02-19 10:40:00,2020-02-19 12:15:00,BUY,110.16,110.25999999999999,WIN,9.7,110.107,109.841,26.600000000000534,10,2020,2
2020-02-20,2020-02-20 08:50:00,2020-02-20 09:15:00,BUY,111.538,111.63799999999999,WIN,9.7,111.486,111.105,38.10000000000002,8,2020,2
2020-02-21,2020-02-21 09:20:00,2020-02-21 09:40:00,SELL,111.855,111.75500000000001,WIN,9.7,112.179,111.916,26.300000000000523,9,2020,2
2020-02-25,2020-02-25 10:35:00,2020-02-25 11:05:00,SELL,110.57,110.47,WIN,9.7,111.036,110.62,41.59999999999968,10,2020,2
2020-02-27,2020-02-27 06:50:00,2020-02-27 07:40:00,SELL,110.076,109.976,WIN,9.7,110.45,110.179,27.10000000000008,6,2020,2
2020-03-05,2020-03-05 11:00:00,2020-03-05 11:05:00,SELL,107.177,107.07700000000001,WIN,9.7,107.734,107.256,47.79999999999944,11,2020,3
2020-04-03,2020-04-03 10:45:00,2020-04-03 12:00:00,BUY,108.248,108.348,WIN,9.7,108.192,107.793,39.89999999999867,10,2020,4
2020-04-15,2020-04-15 10:50:00,2020-04-15 11:05:00,BUY,107.328,107.428,WIN,9.7,107.206,106.919,28.700000000000614,10,2020,4
2020-04-21,2020-04-21 08:05:00,2020-04-21 10:20:00,SELL,107.43,107.33000000000001,WIN,9.7,107.786,107.498,28.79999999999967,8,2020,4
2020-04-27,2020-04-27 06:15:00,2020-04-27 07:35:00,SELL,107.345,107.245,WIN,9.7,107.617,107.398,21.90000000000083,6,2020,4
2020-04-28,2020-04-28 10:40:00,2020-04-28 12:15:00,SELL,107.062,106.962,WIN,9.7,107.332,107.141,19.09999999999883,10,2020,4
2020-05-01,2020-05-01 10:35:00,2020-05-01 11:05:00,SELL,106.959,106.85900000000001,WIN,9.7,107.398,107.015,38.29999999999956,10,2020,5
2020-05-07,2020-05-07 10:40:00,2020-05-07 12:10:00,BUY,106.354,106.454,WIN,9.7,106.289,105.983,30.59999999999974,10,2020,5
2020-05-15,2020-05-15 10:20:00,2020-05-15 11:35:00,SELL,107.124,107.024,WIN,9.7,107.427,107.174,25.30000000000001,10,2020,5
2020-05-19,2020-05-19 09:55:00,2020-05-19 13:20:00,BUY,107.502,107.60199999999999,WIN,9.7,107.45,107.24,21.000000000000796,9,2020,5
2020-05-22,2020-05-22 07:05:00,2020-05-22 09:55:00,SELL,107.482,107.382,WIN,9.7,107.757,107.545,21.20000000000033,7,2020,5
2020-05-29,2020-05-29 07:15:00,2020-05-29 07:50:00,SELL,107.275,107.17500000000001,WIN,9.7,107.709,107.376,33.29999999999984,7,2020,5
2020-06-01,2020-06-01 07:50:00,2020-06-01 11:05:00,SELL,107.527,107.427,WIN,9.7,107.85,107.629,22.099999999998943,7,2020,6
2020-06-10,2020-06-10 07:25:00,2020-06-10 08:45:00,SELL,107.579,107.479,WIN,9.7,107.867,107.652,21.50000000000034,7,2020,6
2020-06-12,2020-06-12 06:30:00,2020-06-12 06:40:00,BUY,106.933,107.033,WIN,9.7,106.874,106.578,29.599999999999227,6,2020,6
2020-07-01,2020-07-01 07:05:00,2020-07-01 11:10:00,SELL,107.605,107.50500000000001,WIN,9.7,108.157,107.664,49.2999999999995,7,2020,7
2020-07-07,2020-07-07 08:30:00,2020-07-07 09:10:00,BUY,107.456,107.556,WIN,9.7,107.402,107.239,16.29999999999967,8,2020,7
2020-07-10,2020-07-10 07:40:00,2020-07-10 09:35:00,SELL,106.947,106.84700000000001,WIN,9.7,107.257,106.999,25.800000000000978,7,2020,7
2020-07-15,2020-07-15 10:20:00,2020-07-15 10:45:00,SELL,107.09,106.99000000000001,WIN,9.7,107.301,107.156,14.499999999999602,10,2020,7
2020-07-24,2020-07-24 06:40:00,2020-07-24 10:00:00,SELL,106.397,106.29700000000001,WIN,9.7,106.889,106.459,42.99999999999926,6,2020,7
2020-07-28,2020-07-28 06:00:00,2020-07-28 07:20:00,BUY,105.535,105.63499999999999,WIN,9.7,105.47,105.214,25.600000000000023,6,2020,7
2020-08-10,2020-08-10 10:25:00,2020-08-10 13:35:00,BUY,106.023,106.12299999999999,WIN,9.7,105.938,105.716,22.20000000000084,10,2020,8
2020-08-12,2020-08-12 07:25:00,2020-08-12 13:20:00,BUY,106.781,106.881,WIN,9.7,106.73,106.434,29.600000000000648,7,2020,8
2020-08-14,2020-08-14 10:05:00,2020-08-14 11:50:00,SELL,106.773,106.673,WIN,9.7,107.032,106.847,18.500000000000227,10,2020,8
2020-08-18,2020-08-18 09:10:00,2020-08-18 09:35:00,SELL,105.557,105.45700000000001,WIN,9.7,106.045,105.62,42.499999999999716,9,2020,8
2020-08-21,2020-08-21 08:15:00,2020-08-21 10:35:00,SELL,105.558,105.45800000000001,WIN,9.7,105.792,105.616,17.600000000000193,8,2020,8
2020-08-25,2020-08-25 09:50:00,2020-08-25 11:05:00,BUY,106.106,106.20599999999999,WIN,9.7,106.046,105.866,18.000000000000682,9,2020,8
2020-08-26,2020-08-26 10:25:00,2020-08-26 11:35:00,SELL,106.265,106.165,WIN,9.7,106.549,106.321,22.800000000000864,10,2020,8
2020-08-28,2020-08-28 06:25:00,2020-08-28 08:05:00,BUY,106.892,106.392,LOSS,-50.3,106.829,106.485,34.39999999999941,6,2020,8
2020-09-03,2020-09-03 08:30:00,2020-09-03 13:30:00,BUY,106.327,106.42699999999999,WIN,9.7,106.257,106.091,16.600000000001103,8,2020,9
2020-09-16,2020-09-16 11:10:00,2020-09-16 13:30:00,SELL,105.175,105.075,WIN,9.7,105.428,105.249,17.900000000000205,11,2020,9
2020-09-17,2020-09-17 09:40:00,2020-09-17 10:35:00,SELL,104.804,104.70400000000001,WIN,9.7,105.166,104.862,30.400000000000205,9,2020,9
2020-09-18,2020-09-18 10:15:00,2020-09-18 11:50:00,SELL,104.603,104.503,WIN,9.7,104.865,104.662,20.299999999998875,10,2020,9
2020-09-21,2020-09-21 06:40:00,2020-09-21 10:10:00,SELL,104.266,104.16600000000001,WIN,9.7,104.565,104.317,24.800000000000466,6,2020,9
2020-09-29,2020-09-29 09:05:00,2020-09-29 09:40:00,BUY,105.592,105.692,WIN,9.7,105.541,105.335,20.600000000000307,9,2020,9
